,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-1465,C.H. de Villefranche-sur-Saône,None,,,FRK26,BP 80 436,69655,Villefranche sur saone,,,,,cellule.marches@lhopitalnordouest.fr,http://www.lhopitalnordouest.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-4597,Commune de DIVATTE SUR LOIRE,None,,,FRG01,10 rue Mériadec Laënnec,44450,DIVATTE SUR LOIRE,,(+33) 2-40-33-34-00,,,mikael.guillemard@divattesurloire.fr,http://www.divattesurloire.fr/,https://divattesurloire.e-marchespublics.com/,,,,,False,True,,False,True
21-5491,ville de Goussainville,21950280400012,,,FR108,1 Place de la Charmeuse,95191,Goussainville,,(+33) 1-39-94-60-00,,,pascale.boehm@ville-goussainville.fr,http://www.ville-goussainville.fr,http://www.ville-goussainville.fr,,,,,False,True,,False,True
21-9753,CENTRE HOSPITALIER D AUCH,26320004000016,,,FRJ24,Allée Marie Clarac,32000,Auch,,,,,correspondre@aws-france.com,https://www.agysoft.marches-publics.info,https://www.agysoft.marches-publics.info,,,,,False,True,,False,True
21-9616,Commune de Saint-Herblain,None,"M. AFFILE Bertrand, Maire",,,2 rue de l'Hôtel de Ville - BP 30299,44803,Saint herblain cedex,,02-28-25-21-87,,,commandepublique@saint-herblain.fr,http://www.saint-herblain.fr,,,,,,False,False,,False,False
21-42935,,,,,,,,,,,,,,,,,,,,,,,,
21-33988,Annonay Rhône Agglo,None,,,FRK22,chateau de la lombardière,07430,davézieux,,,,,rachel.palayer@annonay.fr,http://www.annonayrhoneagglo.fr/,http://www.achatpublic.com,,,,,False,True,,False,True
21-41370,,,,,,,,,,,,,,,,,,,,,,,,
21-2467,Ville d'Orléans,21450234600015,,,FRB06,Place de l'Etape,45040,Orléans,,(+33) 2-38-78-40-30,,,marches.publics@orleans-metropole.fr,http://www.orleans-metropole.fr/,http://marches-publics.orleans.fr/accueil.htm,,,,,False,True,,False,True
21-14470,Ville de Divonne les Bains,None,,Nurchi Thérèse,FRK,73 avenue des Thermes,01220,Divonne les Bains,,,,,therese.nurchi@divonne.fr,http://www.lavoixdelain.fr,http://www.lavoixdelain,,,,,False,True,,False,True
21-143,Ville de Tulle,None,Service Commande Publique ville de Tulle et TulleAgglo,,,10 rue Félix VidalinBP 215,19000,Tulle,,05-55-21-75-00,,,,,https://www.marches-securises.fr,,,,,False,False,,False,False
21-8639,Ville de Millau,None,,,FR,Hôtel de ville - 17 Rue de la Répubique - B.P.80147,None,12100 Millau,,(+33) -05-65-59-50-00,,(+33) -05-65-59-79-21,marchespublics@millau.fr,http://www.millau.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
21-15347,Ville de Vieux Condé,21590616500018,,Service de la commande publique,FRE11,"1, rue André Michel",59690,Vieux-condé,,(+33) -03-27-21-87-01,,(+33) 3-27-21-87-12,achat.public@ville-vieux-conde.fr,https://www.ville-vieux-conde.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-27605,Groupe CCIR Paris Ile-de-France,None,,,FR1,47-49 Rue de Tocqueville,75017,Paris,,,,,acheteurs@cci-paris-idf.fr,http://cci-paris-idf.fr,https://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,,,,,False,True,,False,True
20-159349,Département de la Drôme,22260001700016,,,FRK23,"Daja - Service Achats, 26 avenue du Président Herriot, code service exécutant : 188",26026,Valence,,,,,consultations-achats@ladrome.fr,http://www.ladrome.fr,http://www.ladrome.fr,,,,,False,True,,False,True
21-9778,Dijon Métropole,24210041000123,,,FRC11,"40 Avenue du Drapeau , Cs 17510",21075,Dijon,,,,,correspondre@aws-france.com,https://www.metropole-dijon.fr,http://www.marches-publics.info/,,,,,False,True,,False,True
21-29100,COMMUNE DE ROOST WARENDIN,None,,,FRE11,270 rue Pierre Brossolette,59286,Roost-Warendin,,(+33) 3-27-95-90-00,,(+33) 3-27-95-90-01,contact@ville-roostwarendin.fr,http://www.ville-roostwarendin.fr/,https://marchespublics596280.fr/,http://www.ville-roostwarendin.fr/,https://marchespublics596280.fr/,,,False,True,,False,True
21-27669,CENTRE HOSPITALIER REGIONAL D ORLEANS,None,,,FRB06,658 rue des Bourgoins,45207,AMILLY,,,,,cellulemarches@ch-montargis.fr,https://www.ch-montargis.fr/accueil/,,,,,,False,True,,False,True
21-4983,Commune de Mantes la Jolie,7811236,,Service marchés publics,FR103,31 rue Gambetta,78200,Mantes-la-Jolie,,(+33) 1-34-78-80-86,,,marchespublics@manteslajolie.fr,http://www.manteslajolie.fr,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2020_McV11BtSKx,,,,,False,True,,False,True
21-14294,COMMUNE DE BONDY,None,,,FR106,Hôtel de ville Esplanade Claude Fuzier,93143,Bondy cedex,,,,,bondycommandepublique@gmail.com,http://www.ville-bondy.fr,http://wwww.maximilien.fr,,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=784968&orgAcronyme=d7d,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=784968&orgAcronyme=d7d,,False,True,,False,True
21-25291,SDIS des Yvelines,28780053600032,,,FR103,"56 avenue de Saint-Cloud, Cs80103",78007,Versailles,,(+33) 1-30-16-82-45,,(+33) 1-30-16-82-49,marches@sdis78.fr,http://www.sdis78.fr,http://www.sdis78.fr,,,,,False,True,,False,True
21-41021,,,,,,,,,,,,,,,,,,,,,,,,
21-10037,CHU SAINT ETIENNE,None,,,FRK25,HOPITAL BELLEVUE - SERVICES DES MARCHES,42055,Saint etienne cedex 02,,(+33) 4-77-12-79-15,,(+33) 4-77-12-73-15,laurence.vetard@chu-st-etienne.fr,http://www.chu-st-etienne.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-23192,Département du Finistère,None,,Camille morvan,FRH02,Conseil départemental 32 Boulevard duplex,29000,quimper,,(+33) -02-98-76-24-69,,,camille.morvan@finistere.fr,http://www.finistere.fr,https://marches.megalisbretagne.bzh,,,,,False,True,,False,True
21-34200,SOCIETE AMENAGEMENT DE LA SAVOIE,None,,,FRK27,137 rue François Guise,73000,chambéry,,,,,mcissokho@sas73.fr,http://www.sas73.fr,http://www.achatpublic.com,,,,,False,True,,False,True
21-25918,EAU D'EXCELLENCE,82434234900019,,,FRY10,"18, ZAC de Houelbourg III, Voie verteZ.I de Jarry",97122,Baie-Mahault,,(+33) 5-90-41-33-00,,(+33) 5-90-41-33-01,commandepublique@eaudexcellence.fr,http://www.eaudexcellence.fr,https://www.marches-securises.fr/,,,,,False,True,,False,True
21-3303,Ville de Saint-Claude,None,,,FRC22,32 rue du Pré,39200,Saint Claude,,(+33) 3-84-45-82-28,,(+33) 3-84-41-42-40,marches.publics@mairie-saint-claude.fr,http://www.saint-claude.fr/,http://mairie-saint-claude.e-marchespublics.com,,,,,False,True,,False,True
21-709,COMMUNAUTE DE COMMUNES TARN AGOUT,None,,,FRJ2,Rd point de Gabor,81370,St sulpice,,(+33) 5-63-41-89-12,,,marchespublics@cc-tarnagout.fr,http://www.cc-tarnagout.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-10244,Ville de la Trinité,None,,"Mairie de la Trinité 19, rue Hôtel de ville 06340 la trinité",FRL03,19 rue hotel de Ville,06340,La trinité,,(+33) -93-27-64-09,,,eric.billon@villelt.fr,https://ville-de-la-trinite.fr,https://marches-securises.fr,,,,,False,True,,False,True
21-6048,Inst.Nal.Information Géo. & forestière,None,"M. Général Le Directeur, SAM - Département des marchés",,,73 avenue de Paris,94165,Saint-mandé,,01-43-98-82-16,,01-43-98-85-38,marches-publics@ign.fr,http://www.ign.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-19674,Centre Hospitalier,None, Direction générale,,,906 route départementale Pélandry,30450,Ponteils et Brésis,,,,,correspondre@aws-france.com,,https://www.agysoft.marches-publics.info,,,,,False,False,,False,False
21-24880,Mairie d'Odos,None,,,FR,"1, place Marguerite de Navarre",65310,ODOS,,(+33) 5-62-45-11-16,,(+33) 5-62-45-06-22,sg@ville-odos.fr,http://www.klekoon.com,http://www.klekoon.com,,http://www.klekoon.com,http://www.klekoon.com,http://www.klekoon.com,False,True,,False,True
21-30954,SEM AREC Occitanie,None, OUEST SITE,,,"Mandataire agissant au nom et pour le compte du Département de Tarn et Garonne, 55 Avenue Louis Bréguet - CS 24020",31028,Toulouse,,,,,contact@arac-occitanie.fr,http://www.arec-occitanie.fr,http://marches-publics.info,,,,,False,False,,False,False
21-1771,SDIS 33 Gironde,None,,Bureau Gestion des Marchés Publics,FRI12,22 Boulevard Pierre 1er,33081,Bordeaux cedex,,(+33) 5-56-14-12-18,,(+33) 5-56-14-12-46,dossierdeconsultation@sdis33.fr,https://www.achatpublic.com,https://www.achatpublic.com,,,,,False,True,,False,True
21-20188,CHU REIMS,26510005700487,,,FRF23,45 rue Cognacq-Jay,51092,"Reims cedex, cellule des marchés publics",,(+33) 3-26-69-68-13,,,cellulemarches@chu-reims.fr,http://www.chu-reims.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-2252,Commune de Charenton-le-Pont,None,,,FR107,,None,Charenton-le-Pont,,,,,marchespublics@charenton.fr,http://www.charenton.fr,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.charenton.fr,,False,True,,False,True
21-12668,CHU DE MONTPELLIER,None,,"Chu de Montpellier centre administratif André Bénech, direction des achats et des approvisionnements, secteur achats travaux - à l'attention de Madame Alexandra Bos, 191 avenue du doyen Gaston Giraud, F - 34295 Montpellier cedex 5",FRJ13,191 avenue du doyen Gaston Giraud,34295,Montpellier cedex 5,,,,,a-bos@chu-montpellier.fr,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-2758,Mairie de Béthune,21620910600014,,,FRE12,6 Place du 4 septembre 1944,62407,Bethune,,,,,correspondre@aws-france.com,https://www.ville-bethune.fr,http://agysoft.marches-publics.info/,,,,,False,True,,False,True
21-2336,Cté. d'Agglo. du Soissonnais,24020047700026,,,FR,"11, Avenue François Mitterrand _ Les Terrasses du Mail",02880,Cuffies,,(+33) 3-23-53-88-40,,(+33) 3-23-53-88-41,obertrand@agglo-soissonnais.com,http://agglo.grandsoissons.com,http://www.proxilegales.fr/grandsoissons-agglo,,,,,False,True,,False,True
21-21120,SOCIETE AMENAGEMENT DE LA SAVOIE,None,,Mandataire agissant au nom et pour le compte de la commune de Les Belleville,FRK27,137 rue François Guise,73000,chambery,,,,,mcissokho@sas73.fr,http://www.sas73.fr,http://www.achatpublic.com,,https://www.achatpublic.com,https://achatpublic.com,,False,True,,False,True
21-28853,GHT Savoie-Belley,20005029200016,,,FRK27,Place Lucien Biset,73011,Chambéry,,,,,correspondre@aws-france.com,http://www.ch-metropole-savoie.fr,https://agysoft.marches-publics.info/,,https://agysoft.marches-publics.info/,https://agysoft.marches-publics.info/,,False,True,,False,True
21-34059,GCS Construction,30037729800017,,,FRG04,rue de Degré,72000,Le Mans,,,,,celluledesmarches@ch-lemans.fr,http://www.marches-publics.info,http://www.marches-publics.info,,http://www.marches-publics.info,http://www.marches-publics.info,,False,True,,False,True
21-5958,Ville d'Olivet,21450232000010,,,FRB06,"283 rue du Général de Gaulle, Cs 20129",45161,Olivet,,(+33) 2-38-69-83-90,,(+33) 2-38-69-83-78,commande.publique@olivet.fr,http://www.olivet.fr,http://www.marches-publics.info/acheteur/olivet/,,,,,False,True,,False,True
21-8784,Communauté Communes Parthenay-Gâtine,None,,Cellule Marchés Publics,FRI33,CS 80192 2 Rue de la Citadelle,79200,Parthenay,,(+33) 5-49-94-92-26,,,marches-publics@cc-parthenay-gatine.fr,https://www.cc-parthenay-gatine.fr/,https://www.achatpublic.com,,,,,False,True,,False,True
21-23070,ehpad l abbaye,None,,,FRF21,place de l abbaye,08210,mouzon,,(+33) 3-24-26-11-23,,,mb-mr.flamanville@orange.fr,http://www.proxilegales.fr,http://www.proxilegales.fr,,,,,True,False,,False,True
21-14897,ville de Thiers,None,,Mme Pauline Charbonnier - Reponsable du Service Achats Publics,FRK14,1 rue françois mitterrand,63300,Thiers,,(+33) 4-73-80-88-80,,,pcharbonnier@thiers.fr,https://ville-thiers.fr/,https://www.centreofficielles.com,,https://www.centreofficielles.com/,https://www.centreofficielles.com/,,False,True,,False,True
21-22447,RTM OUEST METROPOLE,None,,,FRL04,Entité Marchés Publics - Bureau Secrétariat - 80 Bd du Métro,13013,Marseille,,(+33) -04-91-10-52-25,,(+33) -04-91-10-52-59,marchespublics@rtm.fr,https://www.achatpublic.com,https://www.achatpublic.com,,https://www.achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2020_mhvCA-m32x,https://www.achatpublic.com,False,True,,False,True
21-13295,Communauté de Communes du Limouxin,None,,,FRJ11,"2, PLACE ALCANTARA",11300,LIMOUX,,,,,commande.publique@cc-limouxin.fr,https://limouxinwebsite.wixsite.com/cdc-du-limouxin/accueil,https://marchespublics.aude.fr,,,,,False,True,,False,True
21-236,CC LIFFRE CORMIER COMMUNAUTE,None,"M. Quentin BARNABE, Responsable affaires juridiques",,,24 rue LA FONTAINE,35340,Liffré,,,,,quentin.barnabe@liffre-cormier.fr,http://Liffre-cormier.fr,,,,,,False,False,,False,False
21-23175,Métropole Nice Côte d'Azur,None,,,FRL03,5 rue de l'hôtel de ville,06364,Nice cedex 4,,(+33) 4-97-13-20-00,,,dao@nicecotedazur.org,http://www.e-marches06.fr,http://www.e-marches06.fr,,,,,False,True,,False,True
21-27628,Groupe CCIR Paris Ile-de-France,None,"M. PASSEVANT Romain, Groupe CCIR Paris Île-de-France",,,47-49 Rue de Tocqueville,75017,Paris,,,,,,http://cci-paris-idf.fr,https://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,,,,,False,False,,False,False
21-31178,Université Claude Bernard Lyon 1,None,,,FRK26,43 Bd du 11 novembre 1918,69622,VILLEURBANNE CEDEX,,(+33) 4-72-44-79-66,,(+33) 4-72-44-79-65,achats@univ-lyon1.fr,http://www.univ-lyon1.fr/,,,,,,True,False,,False,True
21-8777,Ville de Saint-Dizier,None, Quentin BRIERE,,,Hotel de Ville,52100,SAINT-DIZIER,,,,,,,https://www.xmarches.fr/entreprise/detailConsultation.php?key=16228,,,,,False,False,,False,False
21-20448,COMMUNE DE BELBEUF,None," LECOUTEUX Jean-Guy, Maire",,,"3, rue du Général de Gaulle",76240,BELBEUF,,02-35-80-26-12,,02-35-80-55-63,martine.halavent@mairie-belbeuf.fr,http://www.belbeuf.fr,https://www.mpe76.fr,,,,,False,False,,False,False
21-18633,COMMUNE D'ARTAS,None,"Mme MICHEL Stéphanie, DGS",,,Place du 8 mai 1945,38440,ARTAS,,04-74-58-73-31,,04-74-58-50-30,dg@artas-mairie.fr,http://www.artas-mairie.fr,http://Webmarche.adullact.org,,,,,False,False,,False,False
21-5320,groupement de commande ville et CCAS,None,,,FR,Place d'Isny - BP 29 - Notre-Dame-de-Gravenchon,76330,Port-Jérôme-sur-Seine,,,,,commandepublic@pj2s.fr,http://www.pj2s.fr,http://www.mpe76.fr,,,,,False,True,,False,True
20-153923,Mairie de Meximieux,None,,,FR,,None,MEXIMIMIEUX,,,,,servicestechniques@mairie-meximieux.net,https://ville-meximieux.fr/,,,,,,True,False,,False,True
21-18288,Port Sud de France,50170059500025,,,FRJ13,1 Quai Philippe Régy,34201,Sete,,,,,correspondre@aws-france.com,http://www.sete.port.fr,http://www.midilibre-marchespublics.com,,http://www.midilibre-marchespublics.com,http://www.midilibre-marchespublics.com,,False,True,,False,True
21-4997,Commune de Coulounieix-Chamiers,21240138400012,,,FRI11,Avenue du Général De Gaulle,24660,Coulounieix-Chamiers,,(+33) 5-53-35-57-57,,(+33) 5-53-04-72-00,s.jbeili@coulounieix-chamiers.fr,http://www.coulounieix-chamiers.fr,http://marchespublics.dordogne.fr,,,,,False,True,,False,True
21-19608,Commune de Six-Fours-les-Plages,None, Le Maire,,,"Hôtel de Ville, Place du 18 Juin 1940",83140,SIX-FOURS-LES-PLAGES,,,,,secretariat.marches@mairie-six-fours.fr,http://www.marches-publics.info,http://www.marches-publics.info,,,,,False,False,,False,False
21-14970,Ville de Celle Saint Cloud,None,,,FR103,"8E, ave Charles de Gaulle",78170,La celle saint cloud,,,,,marchespublics@ville-lacellesaintcloud.fr,https://www.lacellesaintcloud.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-12955,ETB PUBLIC DEPT LE VILLAGE DU FIER,None,,,FR,424 route de l'Aiglière,74370,ARGONAY,,,,,comptabillite@villagedufier.org,https://buyer.safetender.com,https://buyer.safetender.com,,https://buyer.safetender.com,https://buyer.safetender.com,,False,True,,False,True
21-10128,Commune de Dinard,None,,Service Commande Publique,FRH03,"47, boulevard Féart - B.P. 90136",35801,Dinard cedex,,(+33) 2-99-16-14-25,,(+33) 2-99-46-80-09,accueil@ville-dinard.fr,https://www.ville-dinard.fr,https://www.megalis.bretagne.bzh,,,,,True,False,,False,True
21-6853,RTM OUEST METROPOLE,None,,,FRL04,Entité Marchés Publics - Bureau secrétariat - 80 Bd du Métro,13013,Marseille,,(+33) -04-91-10-52-25,,(+33) -04-91-10-52-59,marchespublics@rtm.fr,https://www.achatpublic.com,https://www.achatpublic.com,,,,,False,True,,False,True
21-43055,,,,,,,,,,,,,,,,,,,,,,,,
21-17722,CC MORVAN SOMMETS ET GRANDS LACS,CCMorvanSommetsetGrandsLacs,,,FR,BP 8 PLACE FRANCOIS MITTERRAND,58120,CHATEAU CHINON VILLE,,,,,maryse.koffi@ccmorvan.fr,https://marches.ternum-bfc.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=61629&amp;orgAcronyme=x8m,https://marches.ternum-bfc.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=61629&amp;orgAcronyme=x8m,,,,,False,True,,False,True
21-17396,VENDEE,None,,stephanie.ruchaud@vendeeglobe.fr,FRG0,45 boulevard des Etats-Unis,85000,La Roche sur Yon,,(+33) 2-51-44-91-07,,,stephanie.ruchaud@vendeeglobe.fr,https://www.vendeeglobe.org,http://www.marches-securises.fr,,,,,False,True,,False,True
21-9691,Syndicat Départemental D'Energie 29,None,Jacques Monfort,,,9 Allée Sully,29000,Quimper,,,,,servicejuridique@sdef.fr,http://ttp://www.sdef.fr,https://marches.megalis.bretagne.bzh/?page=entreprise.AccueilEntreprise,,,,,False,False,,False,False
21-19697,Ville de Clamart,None, Catel Laure,,,1 place Maurice Gunsboug,92140,Clamart,,01-46-62-37-65,,,laure.catel@clamart.fr,http://ville-clamart.e-marchespublics.com,http://ville-clamart.e-marchespublics.com,,,,,False,False,,False,False
21-12358,SCE DEP METROPOLITAIN INCENDIE SECOURS,None,,SDMIS,FRK26,17 rue Rabelais,69421,LYON Cedex 03,,,,,marchespublics@sdmis.fr,http://www.sdmis.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
21-22528,Ville d'AMIENS,None,Service Marchés Publics,,,Direction des Affaires juridiques et générales3eme étage aile ouestPlace de l'hôtel de villeBP 2720,80027,Amiens,,,,,,,,,,,,False,False,,False,False
21-8211,COMMUNE DE PALAVAS LES FLOTS,21340192000011,,,FRJ13,16 boulevard Maréchal Joffre,34250,Palavas Les Flots,,(+33) 4-67-07-73-00,,(+33) 4-67-07-73-01,correspondre@aws-france.com,https://www.palavaslesflots.com,http://www.marches-publics.info/avis/index.cfm?Ids=4124,,,,,False,True,,False,True
21-27053,S.I.E. du Bassin Adour Gersois,None,,SIEBAG,FR,Route d'Aquitaine - BP 15,32400,RISCLE,,(+33) 5-62-69-84-22,,(+33) 5-62-69-71-77,administratif@siebag.fr,http://www.siebag.fr,http://www.e-marchespublics.com,,http://www.e-marchespublics.com,http://www.e-marchespublics.com,,False,True,,False,True
21-21447,Ville de Larmor-plage,None,commune de larmor-plage,,,4 avenue des 4 frères leroy quéretbp 12,56260,larmor-plage,,02-97-84-26-31,,,comptabilite@larmor-plage.com,http://larmor-plage.bzh,http://www.marches.megalis.bretagne.bzh,,,,,False,False,,False,False
21-29786,Ville de Sarcelles,None, Direction de la Commande Publique,,,14 place de france,95200,Sarcelles,,01-34-38-27-88,,,commande.publique@sarcelles.fr,http://sarcelles.e-marchespublics.com,http://sarcelles.e-marchespublics.com,,,,,False,False,,False,False
21-19614,Métropole Nice Côte d'Azur,None,,,FRL03,Pour le compte de la Ville de Nice 5 Rue de l'Hôtel de Ville,06364,Nice,,(+33) 4-97-13-20-00,,,dao@nicecotedazur.org,http://www.e-marches06.fr,http://www.e-marches06.fr,,,,,False,True,,False,True
21-5406,CC CORBIERES SALANQUE MEDITERRANEE,20007036500016,,,FRJ15,"41, chemin du Mas Bordas",66530,Claira,,(+33) 4-68-28-10-37,,,marlen.marquez@c3sm.fr,http://www.marches-publics.info/avis/index.cfm?Ids=3580,http://www.marches-publics.info/avis/index.cfm?Ids=3580,,,,,False,True,,False,True
21-17642,Commune de Cazouls les Béziers,None,,https://cazoulslesbeziers.e-marchespublics.com,FRJ13,Place des 140,34370,CAZOULS-LES-BEZIERS,,(+33) 4-67-93-61-08,,(+33) 4-67-93-58-25,s.saury.mp@mairiecazoulslesbeziers.fr,https://www.cazoulslesbeziers.com,https://cazoulslesbeziers.e-marchespublics.com,,,,,False,True,,False,True
21-41541,,,,,,,,,,,,,,,,,,,,,,,,
20-72295,Créteil-Habitat-SEMIC,None,,M le Directeur Général,FR107,"7, rue des Ecoles",94048,Créteil cédex,,(+33) 1-01-45-17-40-00,,(+33) 1-01-45-17-40-99,service.marche@creteil-habitat.com,http://www.creteil-habitat.com,http://www.creteil-habitat-marches.com,,http://www.creteil-habitat-marches.com,http://www.creteil-habitat-marches.com,,False,True,,False,True
21-33950,Régie du chauffage urbain,45031337400016,,,FR107,4 avenue Jean Moulin,94120,Fontenay-sous-bois,,(+33) 1-41-95-58-70,,(+33) 1-41-95-58-79,contact@rcu-fontenay.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-32119,UNEDIC,None,Direction Ressources Humaines et Services généraux,,,4 rue Traversière,75012,75012 - PARIS 12,,01-44-87-64-91,,,aoeassurance@unedic.fr,http://unedic.org,,,,,,False,False,,False,False
21-9860,CIAS du Grand Dax,None,,Monsieur Le Président,FRI13,20 Avenue de la Gare,40102,Dax cedex,,,,,commande.publique@grand-dax.fr,http://www.grand-dax.fr,http://marchespublics.landespublic.org,,,,,False,True,,False,True
21-12670,SIECTOM COTEAUX BEARN ADOUR,None,,,FRI13,300 Chemin des Barthes,64160,SEVIGNACQ,,(+33) 5-59-68-09-02,,,bidondosiectom@gmail.com,https://eadministration.lafibre64.fr,,,https://eadministration.lafibre64.fr,https://eadministration.lafibre64.fr,,False,True,,False,True
21-43527,,,,,,,,,,,,,,,,,,,,,,,,
20-158531,ville de Corbeil-Essonnes,None,,,FR104,"Mme Fatoumata FALL, Responsable du Service de la Commande Publique - 28 avenue Chantemerle",91100,Corbeil essonnes,,(+33) 1-60-89-78-23,,,marchespublics@mairie-corbeil-essonnes.fr,http://www.corbeil-essonnes.com,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2020_B_7xHk7zql,,,,,False,True,,False,True
21-10692,COM COMMUNES ARDENNE RIVES de MEUSE,None,,"M. Bernard DEKENS, Président",FRF21,"29, rue Méhul",08600,Givet,,(+33) 3-24-41-50-90,,(+33) 3-24-41-50-99,president@ardennerivesdemeuse.com,http://www.ccarm.com,https://achat-national.safetender.com,,,,,False,True,,False,True
21-38469,Centre de Gestion de la FPT 34,None,,Philippe Vidal,FRJ13,"Parc dActivités dALCO 254, rue Michel TEUL",34184,Montpellier,,(+33) -04-67-04-38-86,,,juridique@cdg34.fr,http://www.cdg34.fr,http://www.cdg34.fr,,https://marchespublics-herault.safetender.com,https://marchespublics-herault.safetender.com,,False,True,,False,True
21-1047,Ville de Fréjus,None,,Monsieur le Maire,FRL05,Place Formigé,83600,Fréjus,,(+33) 4-94-17-66-00,,,marchespublics@ville-frejus.fr,http://www.ville-frejus.fr,https://www.marches-securises.fr/,,,,,False,True,,False,True
21-43752,,,,,,,,,,,,,,,,,,,,,,,,
21-41107,,,,,,,,,,,,,,,,,,,,,,,,
21-7944,AKTO,None,,,FR101,14 RUE RIQUET,75019,Paris,,,,,florence.ferraz@akto.fr,http://www.akto.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-67,Ville de MOLSHEIM,None,,,FRF11,17 place de l'Hôtel de Ville,67129,Molsheim cedex,,,,,achats.publics@molsheim.fr,http://www.molsheim.fr,https://www.alsacemarchespublics.eu,,,,,False,True,,False,True
21-1210,COMMUNE COMPANS,21770123400015,,,FR102,"1, rue de la Mairie",77290,Compans,,(+33) 1-60-26-10-06,,,correspondre@aws-france.com,https://www.mairiedecompans.fr/,http://www.marches-publics.info/,,,,,False,True,,False,True
21-27526,Commune de Crest,21260108200010,,,FRK23,Place du Docteur Maurice Rozier,26400,Crest,,(+33) 4-75-76-61-10,,(+33) 4-75-25-00-63,admin@mairie-crest.fr,http://www.mairie-crest.fr,http://www.marches-publics.info,,,,,False,True,,False,True
21-17206,Ville de Descartes,None,,,FRB04,Place de l'hôtel de ville,37160,Descartes,,(+33) 2-47-91-42-00,,,dgs@ville-descartes.fr,http://www.ville-descartes.fr,,,https://www.e-marchespublics.com,https://www.e-marchespublics.com,,False,True,,False,True
21-37958,Ville d'Aurillac,None, Des marchés publics Service,Service des marchés publics,,Place de l'Hôtel de ville - BP 509,15005,Aurillac cedex,,04-71-45-47-09,,,achats@aurillac.fr,http://www.achatpublic.com,,,,,,False,False,,False,False
21-34455,Ville des Abymes,21971101700018,,Direction de la commande publique via marches-securises.fr,FRY1,Rue Achille René Boisneuf,97139,Les Abymes,,(+33) 5-90-93-80-80,,(+33) 5-90-93-80-83,dcp@ville-des-abymes.fr,http://www.ville-abymes.fr,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
21-29843,Commune de Saint-Joseph,None,,Service de la commande publique - Pôle administratif communal,FRY40,240 rue Raphaël Babet  BP 1,97480,Saint-Joseph (La Réunion),,(+33) 2-62-35-80-09,,(+33) 2-62-35-80-88,scp@saintjoseph.re,https://www.saintjoseph.re,https://saintjoseph.achatpublic.com/,,,,,False,True,,False,True
21-23703,ENSBA de Lyon,None,Mme Rouffeteau Caroline,,,Les Subsistances- 8 Bis quai St Vincent,69001,Lyon,,,,,marchespublics@ensba-lyon.fr,http://www.ensba-lyon.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
